text,misogynous
"mention1 mention2 he didnt murder you spastic cunt, he and the woman were both drunk.",0
don't text these hoes... if you're doing your job right they'll text you when you're needed,0
'she was acting hysterical' is literally what every misogynist says to describe women who call you out on your bull url,0
"asia argento, mention1 è ormai una tendenza in italyurl url",0
mention1 aka mio compagno di classe che mi da della figa di legno solo per sentire l'urlo d'approvazione altrui. sei diventato più importante dimmi che non sai nemmeno qual'è la differenza tra 'a' senz'acca e 'ha' con l'acca,0
odffio mi viene da piangere non posso nemmeno vedere bnha ho adpettato due swttimane porca puttana.....,0
"yeah, here i am again. anyone else see at least 5-10 women today? can't believe they were allowed outside. who do i complain to????",1
i said what i said delete that bitch you cant beat my ass url,1
the poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts,0
like i'm so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .,0
friend- you really need to chill on the drinking and sleeping around me- url,0
mention1 la merkel è una culona inchiavabile anche perché altrimenti si sarebbe chiavato pure lei,1
con me in particolare oramai sei sicura mi hai colpito alle spalle e vuoi solo ripetere per sempre...... basta una volta che ti taglio l'aculeo e muori puttana,1
when you've run out of kids to pimp out and you gotta figure out what to do with your life url,0
mention1 in effetti un po culona,1
"non ricordo chi sia, ma ho una mutual che ogni volta che la juve perde una partita cl scrive questa coppa è una lurida puttana"".sappi che ti sto aspettando con ansia stasera""",0
mention1 sono troppo simpatica porca puttana devo regolarmi .,0
raga porca puttana m mi ha mandato un audio sto pianfendo non capisco un cazzo avsbsjzjxn aiuto,0
"mention1 io ti voglio male, non te lo metto il like. soffri puttana",1
sarebbe troppo poco darti della puttana. non è niente in confronto a quello che sei: una bugiarda meschina psicopatica manipolatrice.  ed ora hai tutto quello che una come te si merita: niente!!!,1
"mention1 bisti, calle culona",1
mention1 mention2 mention3 mention4 mention5 mention6 mention7 mention8 mention9 mention10 mention11 mention12 mention13 ce l'ho già duro te lo sbatterei in quella figa meravigliosa ? naturalmente dopo averla leccata,1
"that reign bitch is hot as fuck, why am i being attacked by beautiful women url",1
they told her they had this hystericalbecause i washysterical girl on the end of the line that needed to see... url,0
"rt mention1 ogni tanto fatevela una risata porca puttana, prima che ci facciano pagare anche un sorriso.",0
this pussy mine girl tell me you like daddy dick....  first of all wrong hole foo,1
"mention1 classico esempio di donna schiava, zitta e lava"" che piace tanto a questi simpatici fascisti amanti del focolare tradizionale""",1
il caos. e lei da puttana lurida ci sguazza.,1
she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey url,1
mention1 mention2 forse le nostre bombe gli hanno sterminato la famiglia distrutto la casa avvelenato di gas tossici l'aria e l'acqua rubato l'infanzia e il futuro.... non sono i suoi genitori ad averlo abbandonato ma noi grandi potenze indus,0
how bitches gonna act at my funeral url,1
mention1 mention2 i have no sympathy you get everything you deserve for going to that shit hole l,0
when your best friend asks you where's a good place to hide a body url,0
"rt mention1 porca puttana, ma come sierrano lo negossio nohodda, quando io iegguè sul benenssuela di pereimene abbia abondanzia, as",0
mention1 sack up and talk to her pussy womensuck,1
when you decide to trade your testicles in for a psychotic bitch url,1
mention1 ma porca puttana verrà il giorno che ............è meglio non andare oltre.,0
bitch you might as well come eat my ass since your so worried about my shit  dumb bitch,1
"prom is coming up boys, don't forget your compression shorts! womensuck",1
the list of people i'm going to kill when the 2017 first annual purge ensues url,0
"mention1 tra laltro mi ha pure detto fino a un mese fa volevo una scopamicizia, ora no ma neanche storia seria, non so nemmeno io quindi aspettiamo e vediamo ma che cazzo sono io? metto il cuore in pausa nel frattempo porca troia? voglio crepare",0
start your week right with our favorite music video of 2013 featuring one of our best supporters: url,0
"heard a boy joking about date rape drugs and calling women bitches. first of all, you look like a peeled banana. second of all, stop",0
mention1 aceco letto puttanona ..???,1
mention1 pure per me è na bocchinara non sai che stava a rai tre perche prima aveva preso a scappellare nella trasmissione invasioni barbariche marco patuano perché io avevo detto pompinara a mention2 infatti lui ad del milan le ha comprato b,1
rt mention1 porca puttana url,0
mention1 mention2 this bitch is a slut,1
mention1 puttanona adorata ??,1
"gran tettona mulatta, vorrei bere il suo latte caldo url",1
realjuventus forza porca puttana,0
turns out that you don't need to eat pineapple if you're busting down her throat... she'll never taste it,1
mention1 mention2 never ok. it's just that women complaining were seen as hysterical or delusional while men were url,0
"mention1 crawl back in your hole, you're nothing but a fame whore tv judge",1
mention1 concordo. avranno sbagliato 50 passaggi. ma come cazzo si fa porca puttana? mention2 giocava nei 3 di difesa! centrocampo completamente inesistente! atteggiamento vergognoso e schifoso! ma che cazzo hanno preparato in settimana? quali,0
bitch dont come to me as a woman .... cuz yo nigga came at me single ,1
bella moretti chica culona lela star url,1
when you unfollow someone and they dm you to ask you why... url,0
allora a me piacciono le passiv e i bei culi ma anche se fossi lukas ridgestonese nn ti ho mai visto ne parlatonon ti inculo saro strano ma cioe,1
mention1 mannaggia la puttana! e scusa il torpiloquio ma tanto ho visto che non ti scandalizzi ??,0
"si autodefinisce lapsicopatica e il problema è la figa altrui, tutto il regola cocca! url",0
some cunt at walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt,1
mention1 and the son of a bitch can't buy it for his little pee pee whore boy and that just rankles his ass. shut u url,0
"bc were women, we automatically get labeled as a slut or whore when attacked, or accused of wanting it. too much goes unheard metoo",0
"porca puttana ho ancora la febbre a 38, non è possibile...",0
mention1 giuse sono incazzato a bestia giuro. porca puttana sandro lanno scorso lo mettevamo in paragone con marcelo. oggi se la gioca con molinaro,0
mention1 sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.,1
io e la mia migliore amica ci completiamo. infatti lei è tettona.,1
mention1 then why tho?? u damn stupid hoe ,1
remember that male jogger who pushed that woman into a bus? he probably had very rich lawyers and is lying low in the caribbean. cunt.,0
"mention1 sono sicura che jonathan uscirà pulito dopo che ha detto porca puttana, perchè le donne si possono offendere e i froci no..altro che parità di genere..",0
porca puttana e io non posso vederlwjdje url,0
"mention1 mention2 mention3 e prima o poi toccherà alla culona inchiavabile""....! ???""",1
mention1 mention2 you are the lowest kind of skank to attack a gold star widow. based on your tweets i url,0
mention1 mention2 niente ha ragione lei. avrei dovuto scrivere quello che faceva cucu alla merkel e la chiamava culona. oppure quello che faceva le corna nella foto di gruppo al parlamento europeo. o anche quello che raccontava barzellette spinte sui,1
"cazzo jackson, porca puttana che colpo",0
when she says 'we can fuck but you have to wear a condom' url,1
mention1 siete dei figli della merda della più lurida puttana che c'è a madrid,0
mention1 sta zitta troia,1
"se trump vs con un puttanone è immorale, se killary  ride isteriamente ( gallina quale è ) all omicidio gheddaffi è tutto ok. lo schifo non ha limite",1
matrimonioaprimavista donna schiava cucina. buone basi ??,1
if i was a woman i would probably be a hoe lol they have so much fun and niggas pay them for stupid shit,1
no ragazzi mi viene da piangere porca puttana non potete farmi questo,0
get a real woman not a hoe then. url,0
when you forget to finish contouring url,0
"mention1 mi fa ricordare woody allen in un film, credo mariti e mogli del 1992, spiega ad una amica chi è una persona che incontrano quello è un critico cinematografico, prima stroncava tutti i films, poi si è fidanzato con una tettona ed ora i film so",1
mention1 ciao bella figa vuoi che te lo sbatto in bocca con prepotenza?,1
basta vado a dormire sto 404 mi ha stressato mention1 chiattona schifosa domani quando mi alzo voglio vedere quel cazz di album siamo intesi url,1
comunque chiara ferragni tettona sicuramente fra i regali più belli di questo 2018.,1
what do you call a women that has a brain? pregnant with a baby boy.,1
mention1 mention2 mention3 i've noticed. not all men are raping or harassing women but unfortunately that's url,1
slut bitch liked it too! url,0
"in my culture, that's a way of saying 'suck a dick you bitch punk cunt'",1
when you send nudes in public knowing people can see cause you know your shit is a1,0
ill still fuck a stupid bitch up tho,1
mention1 facciamolo cornuto insieme lui guarda e io mi ti inculo,1
i hate when girls use guys. we're not toys damn it! womensuck,1
you made yourself a bed at the bottom of the blackest hole and convinced yourself that it's not the reason you don't see the sun anymore,0
there's interesting insight to uncover and understand if you want to go down that rabbit hole.,0
porca puttana è davvero jolin tsai anche io voglio incontrare jolin tsai url,0
mention1 adesso ridi che mamma ha fatto i gnocchi te con la culona inchiavabile,1
porca puttana pagateje er viaggio stronzi url,0
non commento fatelo smettere porca puttana url,0
when you get caught stealing lemonade url,0
"why is thos racist,homophobic whore mention1 getting so much success all of the sudden ? like go away ugly cunt.",1
"when she says 'stick it in my ass and fill me up, daddy' url",0
mention1 die in a fire you fucking skank.,1
mention1 che pompinara....,1
hes a try hard cunt who needs to stay away from women as much as possible url,0
mention1 mention2 mention3 women are all harassed? and it's also all men unless we prove other wise? you're a clueless cunt,1
"mention1 basically, women are the chicks,  woolies is the notallmen crew.",0
mention1 i'll send meechy at yo hoe if yo bitch keep eyein' me,1
mention1 mention2 mention3 mention4 chill your beans you crazy bitch just because you have a cunt doesnt mean you resort straight to using it,1
"mention1 no no lo diciamo, ride bene chi ride ultimo, ora tocca alla culona.",1
mention1 cause you a pimp and pimps forget,0
porca puttana..ha segnato ramsey..chi deve morire adesso?? arsenalcska,0
"mention1 non mi piace la donna schiava ma neanche luomo schiavo, mi piacciono gli uomini e le donne che lavorano insieme in parità!",0
shut up bitch and suck my cock url,1
mention1 yeah bitch that's where you deserve my cum,1
"mention1 i'm sick of this bullshit. fucking hysterical media, hysterical feminists, pussy fake conservatives. come asteroids, come",1
mention1 x la vacca musulmanagt;gt; egregio baldracca musulmana fetente- questo dovevano fare a te - brutta puttana di merda.,1
mention1 the man asked you a question. make sure you answer it you weak bubble headed socialist union whore. url,0
anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done,1
ma io vorrei sapere mannaia la puttana perché cazzo mi devi toccare mentre mi parli? ma devi percepire la mia presenza o cosa? santo cielo l'istinto omicida mi sale,0
"che dimostrate di non valere nulla come persone). pensate davvero di essere meglio di chi, di fronte ad uno stupro, dice beh aveva la gonna corta, se l'è cercata""? beh non lo siete :-)""",0
"never let a girl with unblended shadow, unlined lips, and a non-setting foundation w powder ass bitch tell u shit..have a good day y'all",1
mention1 it's true and it sucks. there really can't be 'a not all men' thing because... you can't tell and you can never know.,0
it's never personal with me cause i wouldn't ever care that much,0
i won't be satisfied until i'm so famous that i can't go out in public... cause at least then i'll have a good excuse not to go out,0
"mention1 cnn. u should b ashamed u rotten dirty bitch 4 make fun of someones disability, u ugly cunt!i hope someone breaks ur legs!",1
"mention1 ok guys, jokes over... we all had a good laugh, you can give me my account back now ",0
k i come on to twitter to make fun of you but i dont fucking need to bc you do it yourself fuck off cunt hole url,0
pure i mcr ci si mettono ma porca puttana troia oh basta dai lo scherzo è bello finché dura poco adesso basta state esagerando sta cosa del pesce d'aprile vi è sfuggita di mano basta,0
mention1 is a whore for any medical show and i'm a slut for a crime drama. two sides of the same coin.,0
"nainggolan manco in panchina perfino in tribuna, mai na gioia porca puttana",0
"whacks again. 'bitch, no the fuck you don't you damn skank.'",1
mention1 so you're saying you don't like how my cock looks in these panties?,0
mention1 sorry the old sapphire cant come to the phone right now. why? oh. cause shes busy filling her whore hole.,1
udineselazio porca puttana nell'intervallo ognuno dentro il proprio telefonino. stiamo diventando tutti autistici,0
"rt mention1 raga le cazzate che state scrivendo su harry sono veramente indecenti porca puttana, voi mi preoccupate seriamente. quel",0
lets go down the slate rabbit hole: person1 is a woman who seems to think men falsely accused of rape url,0
e voi mention1 porca puttana dovete protestare cazzo! quando succedono ste cose si va in 10 intorno a quella merda con l giacchetta gialla,0
zucca classico esempio di figlio di puttana partorito dal buco del culo di una lurida comunista qualsiasi.,1
when skinny girls talk about how fat they are url,1
mention1 mention2 ma perché cazzo lascia fuori sempre douglas costa porca di quella puttana maiala,0
bravi porca puttana bravi sono contento e rosico url,0
mention1 mention2 mention3 mention4 mention5 mention6 mention7 mention8 mention9 ahahahahahah ma cagati in mano e prenditi a schiaffi lurida merda ebete . fanculo tu i partigiani il 25 aprile e le balle che dic,1
mention1 mention2 see you are doing it again. no woman who is criticizing mcgowan is saying or thinks jokes about rape are ok.,0
porca puttana porca puttana che cazzo ha parato ter stegen,0
want to know what's really 'problematic' ?? women freaking out over nothing! triggered idiots,1
mention1 la verità è che ti vorrei scopare dal vero come la troia che sei e usarti per svuotarmi le palle nella tua bocca e in faccia,1
"ah concludo dicendo che c'avete rotto i coglioni voi e il vostro moralismo immotivato perché nessuno sta insultando quel pezzo di figa di ragazza, soprattutto considerando cosa ha passato(e i ritardini haterz che insultano qualsiasi cosa non valgono)",1
seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical  lol bitch u tho(ugh)t,1
let me tell yall sum...yall barbz who fucking wit my sis mention1 come talk to me bitch cause i will pull up on a hoe...,1
"sì ma porca troia, ti sto cazzo dicendo che ho l'ansia, che ho bisogno di aiuto, ma ehy mandami pure in posti dove piuttosto mi calo candeggina in gola piuttosto che andare",0
"women have a hard time in stores understanding '3 for 5'...that means you have to get 3 not 2, or 6. the deal is '3 for 5' fuck",1
when you find a bag of drugs on the ground url,0
"if she has sunglasses on in every pic, she's hiding the ugly",1
tipo un puttanone... che disagio... url,1
mention1 un puttanone industriale ah ah ah ah ah ah ah ah (scherzoo),1
"mention1 thanks you ram dass a very timely reminder as so many are suffering at this time. oh, and we hope you're feeling better",0
"the slating of person1 is disgusting. just another virginwhore dichotomy at play. all women deserve respect, not just the 'good' ones",0
mention1 mention2 ti sei montata anche l'arredamento o fai la figa di legno che chiama il designer?!?!?!,1
ma che cazzo di problemi avete porca puttana?! come fate ad eliminarmi una meraviglia come sephora e a tenere una come valentina che se sa ballare bene la macarena è già tanto amici17,0
"women: 'started from the bottom, still here'",1
mention1 mention2 basically you don't care about rape or victims. you just hate trump and someone told you to boycott twitter because of weinstein i get it.,0
"mention1 mention2 mention3 slut. whore. floozy. harlot. skank. pick whatever word you want, and keep the sa url",1
mention1 sei una troia come angeliniciao zoccoletta!!! url,1
mention1 lhipster sarà incazzato perché una tettona americana gli ha fermato il giro in centro a firenze,1
zucca classico esempio di figlio di puttana partorito dal buco del culo di una lurida comunista qualsiasi.,1
dio benedica il mio naso che è l'unica cosa decente che ho e che mia mamma mi ha passato anche se lei è russa e quindi figa dal principio e poteva passarmi più geni della figaggine ma vabbè dai url,0
"pro tip- if you're in nyc tonight and a girl asks you if you're yourfuckboy, say yes, take her home and fuck her",1
don't mind me... i'm just waiting for mention1 to start ranting ,0
porca puttana un contropiede non lo facciamo più bene,0
mention1 doug why dont you concentrate on speaking out about those who commit sexual assault and rape instead url,0
the next song tried to play but bitch i ain't over fire away yet give me a minute to recover cunt,1
dio mio ma lasciate le persone libere di fare quello che voglio porca puttana,0
if u walk away from a down ass woman for a skank then u deserve what u get. u cant turn a how into a house wife so url,1
"so a woman shouldn't be questioned if you does a 'bobbitt"" on him in his sleep! women are stupid to let any man bea url",1
mention1 mention2 bitch i'll give you this big ass dick then,1
beneventojuventus ma state zitti!!!!! basta leccare il culo!!! ma quanto vi danno porca puttana??? l'hanno accontentata! il campionato italiano e' una farsa! mention1 mention2 mention3,0
mention1 mention2 mention3 mention4 mention5 new blog (previously man of the month) url,0
mention1 of course you felt the need to skank -up halloween by dressing up as a character from a movie you've n url,0
mention1 che bella figa ché ai mi piacerebbe leccare tutta amore mio ti scoperei tutta,1
"i wanna give a bitch my heart but i cant though, cant fall in love with a stank hoe",1
not about any girl who tries to pursue a guy who has a girlfriend. skank,0
"mention1 hai la figa bagnata...??? ti farei squirtare come una zoccoletta, e poi te lo metterei anche nel culo..!!! hai una aria da troietta di quartiere..",1
mention1 bitch i loterally was this you never trusted my driving enough cunt whore bitch,0
alzati figlio di un gran puttanone non siamo in italia rottinculo,0
mention1 si anche io ! due sono quelli con le foto della nota baldracca dai capelli blu che cambia nome ogni tre giorni e cerca di vendere credo qualche sito per segalitici o incontri con vecchi battone radioattive,1
sei da vomito e porca puttana con i soldi che mi fottete nella bolletta ti pago pure lo stipendio. url,0
remind me what i pay ni for. and what the fuck have you done with our money cunt? url,0
i don't really have feelings but i'm so good at faking it,0
"radiocronista radio rai:  l'inter non subisce gol da 5 partite e mezzo, handanovic non ha ancora fatto una parata"" e tac tenpo 30 secondi e gol del torino.... porca puttana se portano sfiga.... torinointer""",0
"rt mention1 culona goldfinger  la germania naviga nelloro: ha le riserve piu grandi dopo gli usa, 3.374 tonnellate. e pensare che",1
rt mention1 mention2 mention3 get a flag made and hang in front of the house,0
"c'hai ragione alessà, se vive na vorta sola, e porca puttana tra tutti noi eri forse l'unico che nse meritava de lascià sto mondo così presto, te che c'avevi ottomila piani pe il futuro, te che nte ncazzavi mai co nessuno",0
mention1 nooooooo tu mi vuoi male proprio alloraaa mamma miaaaaaa. che culooooooooooooooooooo luci  che culassoooooooo mamma mia qui tu metterei a pecorina altro che ti scoperei sei una bella figa luci,1
"mention1 you got reply in before mine, but what i'm pointing out is women work their lives around being safe from some men, not all men",0
fat cunt ass bitch burn in hell url,1
mention1 this trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,1
"mention1 non centra nulla con il gf ma trovo crudele aver trasmesso il video di isabella biagini ricoverata in un hospice per malati terminali, perché questo è lantea. dove ognuno di noi ha visto morire una persona cara. mia mamma . vergognat",0
mention1 mention2 hai visto suoi stories ?la tettona,1
my walk past you like i never fucked your girl game strong af,0
especially old women who can't shut their pie hole.,1
when bae asks you where you wanna eat url,0
mention1 you are a hysterical idiot. someday you might realize it but i doubt it.,0
"'i know. and pregnant women can be a real bitch. sadly, i know from experience. ah well. lifes no longer like that.' url",1
mention1 vieni che ti sborro tutta,1
mention1 mention2 il mondialismo sorosiano acefalo e qualunquebuchista cerca di cancellare l'identità di ciascheduno in nome di un'omologazione capitalista e plutocratica dei ruoli ancestralmente scritti nel nostro dna.w la figa sottomessaforza,1
"how many feminists does it take to change a lightbulb? trick question, feminists can't change anything",1
dirty dick ass nigga .. i hope that bitch catch sum,1
when your boy's fuckin the neighborhood hoe and y'all tryna watch through a cracked door url,0
mention1 facciamolo cornuto insieme lui guarda e io mi ti inculo,1
should close your account you immature cunt. bullying women on social media is pathetic. go seek the attention you url,0
mention1 mention2 fuck love a loose kunt you can jack off into,0
rt mention1 elaine vs camicie ??? ed anche questa torna in fondo all'armadio ? problemi tettona bigboobs dirtyelaine  redhead  h,0
porca puttana mi faccio sesso da solo url,0
"patrizia ballanonna er puttanone entra pe' forza""patrizia entranonna ""che t'ha detto nonna tua...""io la sgrido.gf15""",1
mention1 lmfao weaaak. coming from the bitch that ain't got pictures. go back to your hole ,1
